,year,departamento,S,V,I,I2,total_animales,v,A
238,2014.0,PUTUMAYO,40963.4,16393.0,216087.5176,123.0824,273567.0,97.5135328059009,57356.4
239,2015.0,PUTUMAYO,38718.4,18638.0,216004.1392,206.4608,273567.0,94.64276646524145,57356.4
240,2016.0,PUTUMAYO,23030.0,14714.0,159831.2664,35.7336,197611.0,98.26365700547616,38004.0
241,2021.0,PUTUMAYO,51497.0,11668.0,238900.79656666666,129.20343333333332,302195.0,98.23202559353426,63375.0
242,2018.0,PUTUMAYO,38416.71428571429,16514.285714285714,200851.79656666666,129.20343333333332,255912.0,95.59769752795327,54931.0
243,2019.0,PUTUMAYO,47762.71428571429,16514.285714285714,242511.79656666666,129.20343333333332,306918.0,95.59769752795327,64277.0
244,2022.0,PUTUMAYO,49680.71428571429,16514.285714285714,238874.79656666666,129.20343333333332,305199.0,95.59769752795327,66195.0
245,2011.0,QUINDIO,7602.799999999999,8367.0,67874.51419999999,578.6858,84423.0,89.83251019969937,15969.8
246,2012.0,QUINDIO,8343.8,7626.0,67776.2468,676.9532,84423.0,98.61631966895125,15969.8
247,2013.0,QUINDIO,9412.8,6557.0,68236.8132,216.38680000000002,84423.0,89.51535836177474,15969.8
248,2014.0,QUINDIO,8060.799999999999,7909.0,68278.5024,174.6976,84423.0,96.1580547112462,15969.8
249,2015.0,QUINDIO,7305.799999999999,8664.0,68310.2656,142.9344,84423.0,98.83641341546885,15969.8
250,2016.0,QUINDIO,6389.0,7901.0,67470.2072,27.7928,81788.0,98.7625,14389.0
251,2021.0,QUINDIO,13400.0,3786.0,71178.0666,8.9334,88373.0,99.52681388012618,17204.0
252,2018.0,QUINDIO,8317.428571428572,7258.571428571428,67588.08799999999,260.912,83425.0,95.89256717675237,15576.0
253,2019.0,QUINDIO,9264.428571428572,7258.571428571428,66437.08799999999,260.912,83221.0,95.89256717675237,16523.0
254,2022.0,QUINDIO,8898.428571428572,7258.571428571428,68890.08799999999,260.912,85308.0,95.89256717675237,16157.0
255,2011.0,RISARALDA,8070.799999999999,10838.0,89076.72919999999,553.8708,108539.4,95.96245794227023,18908.8
256,2012.0,RISARALDA,9334.8,9574.0,88685.6448,944.9552,108539.4,98.86410574142916,18908.8
257,2013.0,RISARALDA,10313.8,8595.0,89165.07059999999,465.5294,108539.4,93.5968637700098,18908.8
258,2014.0,RISARALDA,9106.8,9802.0,89356.6424,273.9576,108539.4,99.25070878898339,18908.8
259,2015.0,RISARALDA,9095.8,9813.0,89405.27979999999,225.3202,108539.4,98.73226682764866,18908.8
260,2016.0,RISARALDA,7921.0,8622.0,92485.6586,88.34140000000001,109117.0,99.297477830243,16604.0
261,2021.0,RISARALDA,15579.0,4659.0,87789.37,49.63,108077.0,99.10657306955967,20280.0
262,2018.0,RISARALDA,10684.714285714286,8843.285714285714,89434.3422,371.6578,109334.0,97.83006485287771,19528.0
263,2019.0,RISARALDA,10314.714285714286,8843.285714285714,88917.3422,371.6578,108447.0,97.83006485287771,19158.0
264,2022.0,RISARALDA,10130.714285714286,8843.285714285714,88376.3422,371.6578,107722.0,97.83006485287771,18974.0
272,2011.0,SANTANDER,163080.0,144566.0,1283858.804,1449.1960000000001,1592954.0,89.51067136408948,307646.0
273,2012.0,SANTANDER,179239.0,128407.0,1280413.4894,4894.5106000000005,1592954.0,90.4931041530124,307646.0
274,2013.0,SANTANDER,185820.0,121826.0,1284489.105,818.895,1592954.0,89.533174589176,307646.0
275,2014.0,SANTANDER,182223.0,125423.0,1284611.1948,696.8052,1592954.0,91.50889020217275,307646.0
276,2015.0,SANTANDER,165917.0,141729.0,1284913.9378,394.0622,1592954.0,94.30493452571064,307646.0
277,2016.0,SANTANDER,120275.0,119767.0,1172041.7094,229.2906,1412313.0,90.83304260773279,252129.0
278,2020.0,SANTANDER,186843.57142857142,120802.42857142857,1285305.0222,2.9778000000000002,1592954.0,92.21736507012345,307646.0
279,2021.0,SANTANDER,263156.0,63899.0,1330676.1026,147.8974,1657879.0,99.33773804897007,327481.0
280,2018.0,SANTANDER,176540.57142857142,120802.42857142857,1297109.79565,1079.20435,1595532.0,92.21736507012345,297343.0
281,2019.0,SANTANDER,194021.57142857142,120802.42857142857,1301494.79565,1079.20435,1617398.0,92.21736507012345,314824.0
282,2022.0,SANTANDER,225650.57142857142,120802.42857142857,1334115.79565,1079.20435,1681648.0,92.21736507012345,346453.0
283,2011.0,SUCRE,118493.6,113728.0,834613.0341999999,1372.7658000000001,1068207.4,92.05390748310332,232221.6
284,2012.0,SUCRE,126350.6,105871.0,832053.1187999999,3932.6812,1068207.4,99.96978366996214,232221.6
285,2013.0,SUCRE,130653.6,101568.0,835839.8877999999,145.9122,1068207.4,99.44193150443517,232221.6
286,2014.0,SUCRE,124329.6,107892.0,835939.1477999999,46.6522,1068207.4,99.45613097103667,232221.6
287,2015.0,SUCRE,116424.6,115797.0,835867.6806,118.1194,1068207.4,99.5597933092022,232221.6
288,2016.0,SUCRE,58924.0,124334.0,678660.666,89.334,862008.0,99.54046177986999,183832.0
289,2021.0,SUCRE,188802.0,55318.0,859043.0,0.0,1103163.0,98.96239579233604,244700.0
290,2018.0,SUCRE,117134.85714285714,103501.14285714286,854875.9336,815.0663999999999,1076327.0,98.42634350142079,220636.0
291,2019.0,SUCRE,134797.85714285716,103501.14285714286,864560.9336,815.0663999999999,1103675.0,98.42634350142079,238299.0
292,2022.0,SUCRE,170139.85714285716,103501.14285714286,921407.9336,815.0663999999999,1195864.0,98.42634350142079,273641.0
293,2011.0,TOLIMA,81956.0,67467.0,561740.7358,662.0642,711825.8,87.84651241520292,149423.0
294,2012.0,TOLIMA,86038.0,63385.0,560778.9064000001,1623.8936,711825.8,90.22005237986791,149423.0
295,2013.0,TOLIMA,90896.0,58527.0,561842.9736,559.8264,711825.8,93.36087670883249,149423.0
296,2014.0,TOLIMA,88188.0,61235.0,562162.5908,240.2092,711825.8,98.4438049611755,149423.0
297,2015.0,TOLIMA,90586.0,58837.0,562013.7008,389.0992,711825.8,98.58746648793566,149423.0
298,2016.0,TOLIMA,26060.0,51622.0,469896.5106,68.4894,547647.0,98.87946060873062,78267.0
299,2017.0,TOLIMA,92512.57142857142,56910.42857142857,562402.8000000002,0.0,711825.8,95.02929187625817,149423.0
300,2021.0,TOLIMA,141079.0,37300.0,612032.8648,250.1352,790662.0,97.86686957206203,179192.0
301,2018.0,TOLIMA,88350.57142857142,56910.42857142857,539538.7853500001,474.21465,685274.0,95.02929187625817,145261.0
302,2019.0,TOLIMA,100298.57142857142,56910.42857142857,575960.7853500001,474.21465,733644.0,95.02929187625817,157209.0
303,2022.0,TOLIMA,130275.57142857142,56910.42857142857,614241.7853500001,474.21465,801902.0,95.02929187625817,187186.0
304,2011.0,VALLE DEL CAUCA,40540.2,52715.0,412931.3318,1198.0682,507384.6,96.90257352941177,93255.2
305,2012.0,VALLE DEL CAUCA,46400.2,46855.0,412818.17539999995,1311.2246,507384.6,100.0,93255.2
306,2013.0,VALLE DEL CAUCA,49646.2,43609.0,413204.29679999995,925.1032,507384.6,100.0,93255.2
307,2014.0,VALLE DEL CAUCA,49739.2,43516.0,413746.25639999995,383.1436,507384.6,100.0,93255.2
308,2015.0,VALLE DEL CAUCA,49219.2,44036.0,413868.34619999997,261.0538,507384.6,100.0,93255.2
309,2016.0,VALLE DEL CAUCA,34357.0,38454.0,386467.368,317.632,459596.0,98.36543626736244,73450.0
310,2021.0,VALLE DEL CAUCA,81241.0,20593.0,408981.4292,57.570800000000006,510873.0,97.94064491581851,102267.0
311,2018.0,VALLE DEL CAUCA,52756.142857142855,41396.857142857145,428516.7434,636.2565999999999,523306.0,99.02980781608468,94153.0
312,2019.0,VALLE DEL CAUCA,57223.142857142855,41396.857142857145,438844.7434,636.2565999999999,538101.0,99.02980781608468,98620.0
313,2022.0,VALLE DEL CAUCA,56389.142857142855,41396.857142857145,406624.7434,636.2565999999999,505047.0,99.02980781608468,97786.0
314,2011.0,VAUPES,203.35000000000002,57.25,976.4000000000001,0.0,1237.0,93.0693413729128,260.6
315,2012.0,VAUPES,203.35000000000002,57.25,976.4000000000001,0.0,1237.0,93.0693413729128,260.6
316,2014.0,VAUPES,230.60000000000002,30.0,965.4814,10.9186,1237.0,100.0,260.6
317,2015.0,VAUPES,192.60000000000002,68.0,976.4000000000001,0.0,1237.0,80.0,260.6
318,2016.0,VAUPES,156.0,83.0,869.851,114.149,1223.0,94.31818181818181,244.0
319,2021.0,VAUPES,247.0,48.0,957.98648,25.01352,1278.0,97.95918367346938,296.0
320,2018.0,VAUPES,171.75,57.25,904.98648,25.01352,1159.0,93.0693413729128,229.0
321,2019.0,VAUPES,216.75,57.25,905.98648,25.01352,1205.0,93.0693413729128,274.0
322,2022.0,VAUPES,202.75,57.25,1034.98648,25.01352,1320.0,93.0693413729128,260.0
323,2011.0,VICHADA,34348.2,15686.0,203924.80700000003,54.593,254013.6,97.69556552067763,50034.2
324,2012.0,VICHADA,31192.199999999997,18842.0,203775.91700000002,203.483,254013.6,85.44737200126978,50034.2
325,2013.0,VICHADA,29447.199999999997,20587.0,203957.5628,21.8372,254013.6,91.54253190448664,50034.2
326,2014.0,VICHADA,28623.199999999997,21411.0,203939.69600000003,39.704,254013.6,93.53457690795508,50034.2
327,2015.0,VICHADA,27509.199999999997,22525.0,203915.87360000002,63.5264,254013.6,93.6473620754168,50034.2
328,2016.0,VICHADA,18736.0,21727.0,202155.111,14.889000000000001,242633.0,96.83990016045641,41172.0
329,2021.0,VICHADA,40717.0,10275.0,205895.66123333335,66.33876666666667,256954.0,98.62737569591093,51135.0
330,2018.0,VICHADA,27866.14285714286,18721.85714285714,208165.66123333335,66.33876666666667,254820.0,93.90495489516762,46588.0
331,2019.0,VICHADA,34955.142857142855,18721.85714285714,208567.66123333338,66.33876666666667,262311.0,93.90495489516762,53677.0
332,2022.0,VICHADA,38877.142857142855,18721.85714285714,195684.66123333338,66.33876666666667,253350.0,93.90495489516762,57599.0
